month,billing_country,orders,gross_sales,discounts,returns,net_sales,shipping,taxes,total_sales,average_order_value
2018-10,Spain,2,167.96,0,-35.98,131.98,133.91,0,265.89,150.935
2018-10,United Arab Emirates,1,39.99,0,0,39.99,61.41,0,101.4,101.4
2018-10,Belgium,2,164.93,0,-146.94,17.99,57.9,0,75.89,145.8
2018-10,Thailand,2,185.93,0,0,185.93,138.34,0,324.27,162.135
2018-10,Germany,6,413.82,-8.99,-68.97,335.86,321.94,0,657.8,121.128
2018-10,United Kingdom,3,219.97,-18,-88.97,113,143.12,0,256.12,116.696
2018-10,Sweden,2,134.97,-25.97,0,109,66.52,0,175.52,87.76
2018-10,Mexico,0,0,0,-11.2,-11.2,0,0,-11.2,0
2018-10,Saudi Arabia,0,0,0,-49.49,-49.49,0,0,-49.49,0
2018-10,France,2,279.99,-24,0,255.99,120.11,0,376.1,188.05
2018-10,Singapore,2,63.97,-2.39,0,61.58,64.63,0,126.21,63.105
